,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
2004,-448.6167297363281,46.94771957397461,-15.431407928466797,14.031242370605469,3.9604032039642334,0.291581928730011,0.33853936195373535,1.0906628370285034,-10.11827564239502,4.923219203948975,-6.492618560791016,-1.5547720193862915,2.174461841583252,-1.5833390951156616,-3.2797513008117676,0.6741659641265869,-5.102435111999512,0.07318863272666931,-2.997150182723999,-0.2504144012928009,-3.1616363525390625,1.780438780784607,-2.7288107872009277,0.5278107523918152,0.47835490107536316,2.8107542991638184,1.248159646987915,2.874429225921631,1.2723392248153687,0.9414994120597839,-0.6331813335418701,0.992721438407898,2.206416606903076,1.0968598127365112,0.2946687340736389,0.3725239932537079,2.2478549480438232,1.1635172367095947,1.9173386096954346,0.6696100234985352,angry
148,-447.181396484375,22.572616577148438,-34.14207458496094,10.035789489746094,-15.611120223999023,-12.294548988342285,-5.183321475982666,-14.951354026794434,-8.794610977172852,-0.39238059520721436,-11.16206169128418,-4.013882160186768,-8.197122573852539,5.335634708404541,-6.764246463775635,1.0778210163116455,-2.251802444458008,5.430245876312256,7.446229457855225,14.89912223815918,10.875056266784668,9.486700057983398,-1.6956654787063599,-7.4374470710754395,-4.647467136383057,3.97007417678833,1.597654938697815,-2.014387607574463,-5.8444366455078125,-3.1996068954467773,5.215667247772217,3.4933435916900635,-4.002779006958008,-7.543917655944824,-0.8516914248466492,0.08164448291063309,-1.3725281953811646,1.7951892614364624,8.289050102233887,6.507247447967529,happy
1774,-498.7967224121094,40.586605072021484,-6.478676795959473,4.476107597351074,-7.41401481628418,-1.774492621421814,-13.75687313079834,-0.3021528422832489,-12.894083023071289,-1.528274416923523,-4.906637191772461,-4.384553909301758,-4.229600429534912,0.03297818452119827,-10.66108226776123,2.001979112625122,-7.786353588104248,-1.0295534133911133,-2.644874095916748,-2.707624912261963,-4.6882004737854,-0.9400396347045898,-3.7793543338775635,-1.0840909481048584,-0.6274310350418091,3.4977760314941406,1.2813862562179565,5.2600932121276855,4.203901767730713,2.9522502422332764,2.4801251888275146,2.280824661254883,3.087716817855835,5.086673736572266,4.765197277069092,4.480558395385742,2.1939125061035156,-0.11295639723539352,1.7993117570877075,2.4504201412200928,fear
1494,-767.249755859375,71.16781616210938,11.270551681518555,25.242450714111328,8.311923027038574,11.256549835205078,-4.271711826324463,-0.2815394997596741,-4.234643459320068,5.369338512420654,-8.843466758728027,5.299920082092285,-2.66640305519104,1.9101074934005737,-1.5299149751663208,3.0893211364746094,-1.6735085248947144,2.7778079509735107,-4.189983367919922,3.958306312561035,-1.7564330101013184,-1.3403823375701904,-4.110223770141602,-0.2674049139022827,-2.6450886726379395,-2.014500617980957,-1.7899034023284912,-2.1606075763702393,-1.355859637260437,-1.5282107591629028,-2.43705415725708,-1.557783842086792,-2.1943018436431885,-1.9116361141204834,-0.5229883193969727,-0.9546328783035278,-1.0198311805725098,-2.0326666831970215,-2.7150120735168457,-2.0560989379882812,neutral
1567,-513.4016723632812,56.67389678955078,-15.300966262817383,10.099506378173828,-7.58269739151001,-9.510823249816895,-13.40540885925293,-16.025615692138672,-11.858650207519531,4.009251117706299,-14.225677490234375,-1.775115966796875,-3.7430522441864014,-4.930910587310791,-3.970241069793701,0.059103939682245255,-5.726857662200928,-0.3985569179058075,-0.45186057686805725,0.4773815870285034,-2.016728401184082,8.305838584899902,3.2275729179382324,10.664263725280762,4.8747968673706055,7.6982879638671875,2.866903066635132,2.4230222702026367,1.707132339477539,-1.1065641641616821,2.281195640563965,2.4183192253112793,2.0854663848876953,2.2195827960968018,3.0834317207336426,3.195927143096924,0.06408977508544922,0.17397183179855347,-0.5252795219421387,0.16016891598701477,happy
2362,-552.7171020507812,44.107852935791016,-12.023255348205566,5.530989646911621,-1.9909272193908691,-2.7007267475128174,-7.917253494262695,-1.938023567199707,-13.053763389587402,-2.6507036685943604,-6.582625865936279,-3.51289439201355,-6.6955671310424805,-1.1852258443832397,-8.21740436553955,1.4089006185531616,-8.237749099731445,-1.9118613004684448,-6.065951824188232,-4.653051853179932,-7.232912063598633,-1.435234785079956,-3.7224173545837402,-2.883279800415039,-4.487401962280273,1.278566837310791,-3.2584054470062256,2.2893247604370117,1.521888256072998,1.836056113243103,2.1783149242401123,1.91062331199646,0.18000377714633942,0.12891878187656403,-1.25411856174469,-0.005596512462943792,0.23217448592185974,0.8303327560424805,-0.09221795201301575,1.2775200605392456,angry
512,-491.52764892578125,32.19074630737305,-22.78274917602539,4.84813117980957,-11.724167823791504,-9.718491554260254,-6.056690692901611,-9.466952323913574,-15.480392456054688,1.5162140130996704,-9.604347229003906,0.7953521013259888,-8.90312671661377,-4.307690620422363,-5.61606502532959,-6.341990947723389,-4.842978000640869,9.532505989074707,8.318103790283203,15.75079345703125,14.679136276245117,10.438462257385254,4.171733379364014,1.4256211519241333,-5.208862781524658,3.4890074729919434,2.886425495147705,3.9278061389923096,-1.2019920349121094,-4.6763834953308105,0.39136990904808044,4.137201309204102,2.889645576477051,-2.498218059539795,-3.2035553455352783,1.1031690835952759,4.067562103271484,-2.8737847805023193,0.9455183148384094,7.915827751159668,angry
306,-497.03192138671875,57.71189880371094,-24.107677459716797,13.689284324645996,-1.2103865146636963,-21.646099090576172,-17.914581298828125,-2.1591567993164062,-18.611358642578125,-2.286550283432007,-9.704530715942383,-5.660138130187988,-8.117307662963867,0.999445915222168,-11.702282905578613,1.2680473327636719,-9.431985855102539,-1.4774056673049927,-8.039996147155762,-2.0220015048980713,-11.41613483428955,-0.6121618151664734,-6.472562789916992,-4.020912170410156,-4.077270030975342,2.0402438640594482,-7.1861114501953125,0.40123945474624634,-3.3556876182556152,-1.7889498472213745,1.6625566482543945,4.381948471069336,6.175374507904053,5.8328328132629395,2.9851787090301514,3.8245255947113037,3.65159010887146,4.810247898101807,7.147480487823486,5.606482982635498,fear
537,-619.694091796875,71.85777282714844,-13.964879035949707,18.005008697509766,-4.512849807739258,-1.9160807132720947,-16.070589065551758,-0.33803462982177734,-16.948997497558594,0.2267804890871048,2.128157615661621,-8.242582321166992,0.8312097191810608,-1.0572218894958496,-7.805284023284912,4.071505069732666,-8.376643180847168,-5.245884895324707,0.6811872124671936,-5.222328186035156,-7.754034519195557,0.617870032787323,-5.803872585296631,-4.253174781799316,0.17316237092018127,-3.1640822887420654,-3.316244602203369,-1.058634638786316,-0.2384743094444275,-0.09480620175600052,1.17474365234375,3.9034273624420166,0.9360889196395874,-0.4959607720375061,-3.6688601970672607,-2.146742820739746,-0.22485177218914032,5.171377182006836,13.624984741210938,17.270301818847656,calm
1060,-493.0480651855469,48.498451232910156,-11.452817916870117,-1.2449724674224854,-13.777863502502441,2.29404354095459,-15.667933464050293,-13.455071449279785,-17.64385223388672,-3.372549057006836,-6.876770496368408,-1.2736843824386597,-9.882494926452637,-3.560652494430542,-8.316361427307129,-3.3233230113983154,-7.716017723083496,-0.4954187572002411,-6.633835792541504,-3.2615714073181152,-8.9534273147583,-1.1832349300384521,-3.0687131881713867,1.687981367111206,0.6962975263595581,0.5433446764945984,-0.08210083842277527,3.443103313446045,1.6279923915863037,2.212249994277954,1.875343680381775,3.015495777130127,1.2013611793518066,1.8524242639541626,2.2600643634796143,1.0730836391448975,1.212969183921814,0.25588110089302063,-1.0002373456954956,-1.4551713466644287,disgust
2049,-431.7774963378906,23.24887466430664,-24.644521713256836,-0.9101727604866028,-8.716910362243652,-4.319880962371826,-9.481228828430176,-5.011092662811279,-13.916336059570312,1.3027225732803345,-10.404449462890625,-3.675872325897217,-0.0008329503471031785,10.657536506652832,5.4429521560668945,9.766637802124023,4.179975986480713,4.640847206115723,-1.346530556678772,1.8480093479156494,0.07116441428661346,0.2684548795223236,-5.101894855499268,-1.1074144840240479,-0.9598990678787231,3.405658721923828,1.0874792337417603,2.0321521759033203,2.6718785762786865,0.9071603417396545,-0.2107468545436859,0.8597914576530457,0.40633630752563477,1.107944369316101,0.3778112828731537,-1.2778714895248413,0.7884299159049988,0.31578102707862854,0.8210837244987488,-0.8056545257568359,happy
1041,-529.3118286132812,44.449222564697266,-9.717897415161133,12.334527015686035,-7.545106410980225,0.39340856671333313,-10.948731422424316,-4.814859390258789,-16.705331802368164,-3.1616580486297607,-7.706902027130127,-3.6626954078674316,-6.254751205444336,-2.1794662475585938,-6.939279556274414,-0.9023279547691345,-10.32099723815918,-0.1554330736398697,-7.028977870941162,-3.0392584800720215,-5.616544246673584,-1.8160340785980225,-2.8476204872131348,-0.7403364181518555,-2.545931577682495,0.025755859911441803,-3.29063081741333,-0.2594343423843384,-2.9834866523742676,-2.235624074935913,-1.2167506217956543,-2.475602149963379,-1.9726171493530273,-2.431490898132324,-1.853849172592163,0.8603878021240234,0.5083116292953491,2.0373995304107666,0.19600597023963928,0.3470170497894287,angry
2403,-687.6716918945312,46.834129333496094,-8.191502571105957,6.375113010406494,-9.268592834472656,-2.341188907623291,-16.121620178222656,-2.2909786701202393,-16.02066993713379,-3.228849411010742,-9.396126747131348,-1.1407605409622192,-11.185665130615234,-1.5633057355880737,-6.386817932128906,-4.250613689422607,-7.431028366088867,-3.2110936641693115,-6.803213119506836,-2.5293357372283936,-5.255309581756592,-2.436655282974243,-5.956390380859375,-0.5890002846717834,-2.2933449745178223,1.5266125202178955,-1.3830307722091675,5.010442733764648,0.5179964303970337,3.0067009925842285,0.954235851764679,4.326602935791016,6.748291015625,7.623115062713623,4.8455963134765625,3.8742778301239014,0.7195111513137817,-0.49324142932891846,-0.6504409909248352,0.7116140127182007,calm
2068,-575.54541015625,48.059017181396484,-16.695436477661133,-3.3748250007629395,-8.557385444641113,-5.148260593414307,-7.114936828613281,-10.561988830566406,-14.554208755493164,2.865042209625244,-6.458455562591553,-5.44692325592041,-4.519785404205322,-1.8115490674972534,-4.834381103515625,-2.844236135482788,-11.081727981567383,-2.9033267498016357,-5.720879554748535,-3.0947704315185547,1.486740231513977,5.390439033508301,3.4161291122436523,12.207334518432617,4.295315742492676,6.356472492218018,1.4617215394973755,2.478055715560913,0.3759455382823944,4.2475481033325195,-0.38834327459335327,1.0133227109909058,-1.7249137163162231,-1.4035602807998657,-0.04360290616750717,-0.32485607266426086,1.2620151042938232,-0.5755106210708618,-1.7780972719192505,-1.113618016242981,fear
771,-603.7862548828125,68.35331726074219,-15.020622253417969,22.579097747802734,-5.477184295654297,0.14716127514839172,-10.303565979003906,-4.057054042816162,-25.757522583007812,0.33224737644195557,-3.1464004516601562,-11.2910737991333,2.2761125564575195,-2.0625970363616943,-6.088974475860596,5.441983222961426,-3.572709560394287,-2.981157064437866,1.6891878843307495,-2.5036888122558594,-8.699382781982422,-2.9851436614990234,-2.8871512413024902,-4.978389739990234,-3.057636022567749,-0.32479605078697205,-3.373197317123413,0.07152501493692398,-1.2983530759811401,-1.483415126800537,-0.5664122104644775,-2.0302252769470215,2.6469197273254395,5.261882305145264,1.6827133893966675,2.9119153022766113,0.9204798340797424,1.9133107662200928,10.799445152282715,15.950726509094238,sad
1781,-624.878662109375,69.9932632446289,0.3957536816596985,16.38078498840332,0.467801570892334,3.390413999557495,-8.156000137329102,-2.783721923828125,-7.058465003967285,2.6438660621643066,-2.7594597339630127,0.143229678273201,2.016711711883545,-0.9255521893501282,-4.392361640930176,4.557491302490234,-5.761074066162109,3.464843273162842,-1.2444493770599365,0.6219361424446106,-1.9547913074493408,-2.7050976753234863,0.05957620218396187,-0.47465091943740845,-2.1766276359558105,3.247821092605591,-1.1910693645477295,0.8331955075263977,0.8438390493392944,1.791717767715454,0.11756549030542374,2.217665910720825,1.357363224029541,1.4438188076019287,2.1767101287841797,1.6629056930541992,1.1729042530059814,0.10312541574239731,-0.905683159828186,-0.009392023086547852,disgust
