,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
4882,-366.748291015625,46.7858772277832,-32.80888748168945,-2.0232434272766113,-18.64495086669922,-1.328157901763916,-26.783998489379883,-11.554438591003418,-16.565105438232422,10.894820213317871,-14.075610160827637,6.879964351654053,-4.831462383270264,10.730504035949707,-4.1019697189331055,7.193772792816162,-3.6956214904785156,5.107995510101318,-4.035571575164795,4.014379978179932,-6.1482391357421875,1.2061145305633545,-3.5973196029663086,2.1477770805358887,-0.5309568047523499,5.489649295806885,2.602086067199707,7.478820323944092,6.807182312011719,6.586607456207275,3.6903626918792725,8.238031387329102,2.8599648475646973,6.0377936363220215,8.714364051818848,5.924140930175781,7.087118148803711,2.0746963024139404,2.4136717319488525,0.4709174633026123,surprised
3975,-345.1375427246094,31.16404914855957,-16.4234619140625,31.53954315185547,-24.091245651245117,-1.7235283851623535,-6.422257900238037,-13.986625671386719,-10.756482124328613,7.053016185760498,-20.352027893066406,22.988569259643555,-16.783308029174805,13.615440368652344,-0.26861608028411865,-2.995237112045288,-2.297360897064209,0.5098968744277954,-10.391275405883789,1.907067060470581,-9.93712043762207,-0.5729967951774597,-5.202131748199463,1.2771419286727905,1.55710768699646,4.104962348937988,6.2937822341918945,12.26030158996582,13.224652290344238,14.937527656555176,12.159322738647461,12.536609649658203,2.1411526203155518,0.7338796257972717,-2.208021879196167,3.7083933353424072,4.319042682647705,2.1386873722076416,-2.6763827800750732,-2.2751541137695312,angry
2763,-464.43572998046875,86.83869934082031,20.752910614013672,19.927127838134766,15.061339378356934,6.977794647216797,-15.664278984069824,8.531912803649902,-21.940149307250977,-0.3523428440093994,-17.62485122680664,-3.7987351417541504,-5.108203411102295,-0.028201576322317123,-3.8350613117218018,3.6061995029449463,-9.843472480773926,1.9977563619613647,-2.7251765727996826,-1.5344914197921753,-2.3280246257781982,-1.4103376865386963,-1.7296661138534546,-3.1235146522521973,-2.838083505630493,0.3029867112636566,1.513738989830017,5.017167568206787,0.89805668592453,4.521859645843506,3.2390220165252686,-0.21689961850643158,3.597229242324829,4.463107585906982,8.052643775939941,12.266542434692383,12.561758041381836,10.798445701599121,11.336397171020508,5.358107566833496,disgust
2003,-619.4660034179688,62.77560806274414,0.588663637638092,22.818275451660156,8.705646514892578,10.100798606872559,4.076849937438965,-2.4244983196258545,-6.344779014587402,9.59086799621582,-6.745838642120361,3.189119338989258,4.169288158416748,2.34820294380188,-0.5675538182258606,4.401802062988281,-2.2504000663757324,3.1130900382995605,-0.8588695526123047,0.7452563047409058,-3.108705997467041,1.4806201457977295,-3.7089133262634277,1.4168126583099365,-1.5247348546981812,0.8734803199768066,-1.8002864122390747,4.384853363037109,-2.0843658447265625,-0.8295479416847229,-1.4346479177474976,1.2693191766738892,0.962816596031189,0.4271315932273865,-0.8058913946151733,-1.9978119134902954,0.2205217182636261,-0.7095350623130798,-1.0717357397079468,-2.6303634643554688,angry
4467,-308.11798095703125,38.49000549316406,-16.501510620117188,20.98653221130371,-17.435190200805664,4.257078647613525,-9.640629768371582,-11.041711807250977,-5.308348178863525,5.396952152252197,-14.767251014709473,16.077232360839844,-19.038331985473633,10.476505279541016,-8.508581161499023,-3.143486738204956,-1.5733344554901123,0.5391028523445129,-2.9256277084350586,6.337555885314941,-7.112973213195801,-0.9756548404693604,-2.287292718887329,2.7543177604675293,7.852795600891113,10.481293678283691,2.877636432647705,0.83492112159729,3.762589693069458,8.240455627441406,11.362932205200195,8.131877899169922,2.128636598587036,0.2170499563217163,1.3730857372283936,3.9480228424072266,1.7934575080871582,-1.2989493608474731,-1.2531063556671143,-0.9892875552177429,happy
4246,-426.131103515625,110.15697479248047,-8.599418640136719,7.9387030601501465,-17.007524490356445,8.300734519958496,-18.623323440551758,-15.843521118164062,-13.967473030090332,3.49953031539917,-13.643148422241211,5.909108638763428,-11.205072402954102,5.355188369750977,-9.600394248962402,-2.6403801441192627,-1.666934847831726,-4.067560195922852,-4.289329528808594,-4.1709089279174805,-6.024589538574219,-0.8864215016365051,-5.5167717933654785,4.364086151123047,-4.169871807098389,0.8727566599845886,-1.7381912469863892,0.8059015870094299,2.2821767330169678,5.005842685699463,4.381404876708984,4.511631488800049,2.0781095027923584,-1.025571346282959,2.4806621074676514,-0.6446893215179443,4.069790840148926,2.7089221477508545,2.539848804473877,3.153719425201416,disgust
1670,-546.7887573242188,39.20814514160156,-0.1572597175836563,8.500391006469727,-4.260438442230225,5.744137763977051,-6.7759552001953125,1.9515380859375,-11.554450035095215,-0.32380181550979614,-1.6197928190231323,0.7268339991569519,-6.643901824951172,0.7591972947120667,-0.8321372866630554,-0.8662403225898743,-5.827661514282227,0.8058393597602844,-4.169916152954102,2.99629545211792,-0.6253379583358765,7.184006690979004,2.0472123622894287,1.9728964567184448,-1.93147611618042,1.8501594066619873,-0.09932232648134232,6.242865085601807,2.6720032691955566,5.750876426696777,4.043838977813721,4.607319355010986,3.2592711448669434,2.289707899093628,0.31052514910697937,-0.7822085618972778,-0.5184045433998108,1.2604719400405884,0.7056524753570557,0.7222745418548584,surprised
66,-564.6497192382812,33.012062072753906,-23.718334197998047,3.3972182273864746,-24.5511474609375,-7.111919403076172,-2.4567112922668457,-20.464725494384766,-12.481415748596191,-1.27299165725708,-11.478299140930176,-3.898242712020874,-14.20363998413086,2.884216785430908,-8.737069129943848,-4.49063777923584,-1.7565131187438965,8.792171478271484,12.298272132873535,26.0635929107666,18.410261154174805,13.536685943603516,4.034411907196045,-8.346721649169922,-6.538947582244873,0.516933798789978,1.5463825464248657,-0.12737926840782166,-6.038048267364502,-11.038309097290039,-0.8699194192886353,3.2906410694122314,1.3739863634109497,-6.3942155838012695,-4.1553730964660645,0.86749666929245,-0.9676427245140076,-2.161599636077881,4.562162399291992,14.93272590637207,sad
4577,-312.46746826171875,50.69212341308594,-14.20422649383545,18.935924530029297,-32.267578125,-0.6240847110748291,-4.240973472595215,-12.454093933105469,-4.807326793670654,-5.797825336456299,-11.715156555175781,15.735593795776367,-16.14907455444336,13.276705741882324,-13.962393760681152,0.1488722264766693,-3.5564961433410645,1.0409367084503174,-1.7891753911972046,-0.5086914896965027,-3.4000561237335205,1.1472530364990234,8.70274543762207,10.018427848815918,4.975722312927246,3.62546443939209,-2.6977920532226562,4.733486652374268,7.101245403289795,6.724425315856934,-0.8608985543251038,2.621028184890747,7.781272888183594,9.380096435546875,3.288666248321533,-1.361227035522461,-2.0775043964385986,-1.785979151725769,-3.0474743843078613,-3.7047247886657715,happy
2029,-488.8172302246094,45.09398651123047,-3.104238510131836,15.452387809753418,-0.7844356298446655,11.844267845153809,-2.2279980182647705,3.1046180725097656,-7.111649990081787,7.143601417541504,-1.949764609336853,2.5634477138519287,-0.9309107661247253,3.9656598567962646,-3.629981756210327,4.470161437988281,-2.7270796298980713,4.749319076538086,-2.0843303203582764,-0.407561719417572,0.27871549129486084,4.603809833526611,1.6020983457565308,5.985955238342285,4.6914801597595215,7.265498161315918,2.9260458946228027,6.414234638214111,3.823712110519409,2.8357961177825928,0.8622947335243225,3.8099558353424072,3.2813870906829834,3.4429590702056885,2.2352123260498047,2.1824865341186523,3.4273557662963867,2.8910603523254395,2.6709866523742676,2.8706610202789307,surprised
